"Time (CET)","Day-ahead Total Load Forecast [MW] - BZN|CH","Actual Total Load [MW] - BZN|CH"
"21.04.2017 09:00 - 21.04.2017 10:00","7987","7463"
"21.04.2017 10:00 - 21.04.2017 11:00","7937","7404"
"21.04.2017 11:00 - 21.04.2017 12:00","7762","7386"
"21.04.2017 12:00 - 21.04.2017 13:00","7765","7324"
"21.04.2017 13:00 - 21.04.2017 14:00","7535","6966"
"21.04.2017 14:00 - 21.04.2017 15:00","7339","6859"
"21.04.2017 15:00 - 21.04.2017 16:00","7174","6639"
"21.04.2017 16:00 - 21.04.2017 17:00","7350","6482"
"21.04.2017 17:00 - 21.04.2017 18:00","7288","6254"
"21.04.2017 18:00 - 21.04.2017 19:00","6755","6242"
"21.04.2017 19:00 - 21.04.2017 20:00","6856","6340"
"21.04.2017 20:00 - 21.04.2017 21:00","6782","6360"
"21.04.2017 21:00 - 21.04.2017 22:00","6828","6464"
"21.04.2017 22:00 - 21.04.2017 23:00","6855","6480"
"21.04.2017 23:00 - 22.04.2017 00:00","6760","6393"
"22.04.2017 00:00 - 22.04.2017 01:00","6612","6104"
"22.04.2017 01:00 - 22.04.2017 02:00","6107","5860"
"22.04.2017 02:00 - 22.04.2017 03:00","6101","5693"
"22.04.2017 03:00 - 22.04.2017 04:00","6102","5714"
"22.04.2017 04:00 - 22.04.2017 05:00","6081","5803"
"22.04.2017 05:00 - 22.04.2017 06:00","6076","5775"
"22.04.2017 06:00 - 22.04.2017 07:00","6152","5757"
"22.04.2017 07:00 - 22.04.2017 08:00","6196","5807"
"22.04.2017 08:00 - 22.04.2017 09:00","6382","5769"
"22.04.2017 09:00 - 22.04.2017 10:00","6649","5990"
"22.04.2017 10:00 - 22.04.2017 11:00","6665","6265"
"22.04.2017 11:00 - 22.04.2017 12:00","6785","6512"
"22.04.2017 12:00 - 22.04.2017 13:00","6493","6113"
"22.04.2017 13:00 - 22.04.2017 14:00","7140","6313"
"22.04.2017 14:00 - 22.04.2017 15:00","7184","6420"
"22.04.2017 15:00 - 22.04.2017 16:00","6354","6592"
"22.04.2017 16:00 - 22.04.2017 17:00","6176","6536"
"22.04.2017 17:00 - 22.04.2017 18:00","6837","6486"
"22.04.2017 18:00 - 22.04.2017 19:00","6749","6686"
"22.04.2017 19:00 - 22.04.2017 20:00","6331","6577"
"22.04.2017 20:00 - 22.04.2017 21:00","6561","6074"
"22.04.2017 21:00 - 22.04.2017 22:00","6695","5908"
"22.04.2017 22:00 - 22.04.2017 23:00","6598","5828"
"22.04.2017 23:00 - 23.04.2017 00:00","6587","5733"
"23.04.2017 00:00 - 23.04.2017 01:00","6306","5554"
"23.04.2017 01:00 - 23.04.2017 02:00","6167","5761"
"23.04.2017 02:00 - 23.04.2017 03:00","6277","5962"
"23.04.2017 03:00 - 23.04.2017 04:00","6336","6071"
"23.04.2017 04:00 - 23.04.2017 05:00","6396","6122"
"23.04.2017 05:00 - 23.04.2017 06:00","6444","6041"
"23.04.2017 06:00 - 23.04.2017 07:00","6562","6057"
"23.04.2017 07:00 - 23.04.2017 08:00","6184","5994"
"23.04.2017 08:00 - 23.04.2017 09:00","5699","5930"
"23.04.2017 09:00 - 23.04.2017 10:00","6651","6039"
"23.04.2017 10:00 - 23.04.2017 11:00","6749","6247"
"23.04.2017 11:00 - 23.04.2017 12:00","6649","6358"
"23.04.2017 12:00 - 23.04.2017 13:00","6577","6400"
"23.04.2017 13:00 - 23.04.2017 14:00","6205","6463"
"23.04.2017 14:00 - 23.04.2017 15:00","6014","6268"
"23.04.2017 15:00 - 23.04.2017 16:00","5926","6101"
"23.04.2017 16:00 - 23.04.2017 17:00","6035","6055"
"23.04.2017 17:00 - 23.04.2017 18:00","5997","6035"
"23.04.2017 18:00 - 23.04.2017 19:00","5933","6209"
"23.04.2017 19:00 - 23.04.2017 20:00","6316","6485"
"23.04.2017 20:00 - 23.04.2017 21:00","6640","5714"
"23.04.2017 21:00 - 23.04.2017 22:00","6464","5870"
"23.04.2017 22:00 - 23.04.2017 23:00","6538","5837"
"23.04.2017 23:00 - 24.04.2017 00:00","6425","5770"
"24.04.2017 00:00 - 24.04.2017 01:00","6370","5526"
"24.04.2017 01:00 - 24.04.2017 02:00","6641","5520"
"24.04.2017 02:00 - 24.04.2017 03:00","6559","6071"
"24.04.2017 03:00 - 24.04.2017 04:00","6402","6189"
"24.04.2017 04:00 - 24.04.2017 05:00","6374","6222"
"24.04.2017 05:00 - 24.04.2017 06:00","6379","6228"
"24.04.2017 06:00 - 24.04.2017 07:00","7196","6599"
"24.04.2017 07:00 - 24.04.2017 08:00","7042","6531"
"24.04.2017 08:00 - 24.04.2017 09:00","8036","7002"
"24.04.2017 09:00 - 24.04.2017 10:00","8380","7247"
"24.04.2017 10:00 - 24.04.2017 11:00","7755","7153"
"24.04.2017 11:00 - 24.04.2017 12:00","8279","7171"
"24.04.2017 12:00 - 24.04.2017 13:00","7711","7267"
"24.04.2017 13:00 - 24.04.2017 14:00","7630","6860"
"24.04.2017 14:00 - 24.04.2017 15:00","7384","6912"
"24.04.2017 15:00 - 24.04.2017 16:00","7109","7314"
"24.04.2017 16:00 - 24.04.2017 17:00","7218","7311"
"24.04.2017 17:00 - 24.04.2017 18:00","7114","6531"
"24.04.2017 18:00 - 24.04.2017 19:00","6997","6415"
"24.04.2017 19:00 - 24.04.2017 20:00","6749","6399"
"24.04.2017 20:00 - 24.04.2017 21:00","7056","6238"
"24.04.2017 21:00 - 24.04.2017 22:00","6258","6319"
"24.04.2017 22:00 - 24.04.2017 23:00","6901","6348"
"24.04.2017 23:00 - 25.04.2017 00:00","6051","6226"
"25.04.2017 00:00 - 25.04.2017 01:00","6387","5764"
"25.04.2017 01:00 - 25.04.2017 02:00","6640","6110"
"25.04.2017 02:00 - 25.04.2017 03:00","6516","6206"
"25.04.2017 03:00 - 25.04.2017 04:00","6570","6146"
"25.04.2017 04:00 - 25.04.2017 05:00","6218","6238"
"25.04.2017 05:00 - 25.04.2017 06:00","6433","6135"
"25.04.2017 06:00 - 25.04.2017 07:00","6640","6256"
"25.04.2017 07:00 - 25.04.2017 08:00","7507","6396"
"25.04.2017 08:00 - 25.04.2017 09:00","7903","6878"
"25.04.2017 09:00 - 25.04.2017 10:00","7839","7296"
"25.04.2017 10:00 - 25.04.2017 11:00","8009","7361"
"25.04.2017 11:00 - 25.04.2017 12:00","8344","7627"
"25.04.2017 12:00 - 25.04.2017 13:00","8101","7913"
"25.04.2017 13:00 - 25.04.2017 14:00","7733","7493"
"25.04.2017 14:00 - 25.04.2017 15:00","7728","7669"
"25.04.2017 15:00 - 25.04.2017 16:00","7658","7711"
"25.04.2017 16:00 - 25.04.2017 17:00","7409","7603"
"25.04.2017 17:00 - 25.04.2017 18:00","7507","7609"
"25.04.2017 18:00 - 25.04.2017 19:00","7224","7289"
"25.04.2017 19:00 - 25.04.2017 20:00","7061","7317"
"25.04.2017 20:00 - 25.04.2017 21:00","7092","7169"
"25.04.2017 21:00 - 25.04.2017 22:00","6908","6932"
"25.04.2017 22:00 - 25.04.2017 23:00","6968","6614"
"25.04.2017 23:00 - 26.04.2017 00:00","6853","6437"
"26.04.2017 00:00 - 26.04.2017 01:00","6506","6032"
"26.04.2017 01:00 - 26.04.2017 02:00","6397","5870"
"26.04.2017 02:00 - 26.04.2017 03:00","6187","5856"
"26.04.2017 03:00 - 26.04.2017 04:00","5913","6169"
"26.04.2017 04:00 - 26.04.2017 05:00","5816","6572"
"26.04.2017 05:00 - 26.04.2017 06:00","6183","6537"
"26.04.2017 06:00 - 26.04.2017 07:00","6501","6605"
"26.04.2017 07:00 - 26.04.2017 08:00","7269","6793"
"26.04.2017 08:00 - 26.04.2017 09:00","8175","7448"
"26.04.2017 09:00 - 26.04.2017 10:00","8293","7982"
"26.04.2017 10:00 - 26.04.2017 11:00","8343","8089"
"26.04.2017 11:00 - 26.04.2017 12:00","8337","8293"
"26.04.2017 12:00 - 26.04.2017 13:00","8414","8381"
"26.04.2017 13:00 - 26.04.2017 14:00","7889","7972"
"26.04.2017 14:00 - 26.04.2017 15:00","7878","7945"
"26.04.2017 15:00 - 26.04.2017 16:00","7461","7783"
"26.04.2017 16:00 - 26.04.2017 17:00","7511","7670"
"26.04.2017 17:00 - 26.04.2017 18:00","7060","7572"
"26.04.2017 18:00 - 26.04.2017 19:00","7074","7439"
"26.04.2017 19:00 - 26.04.2017 20:00","7253","7464"
"26.04.2017 20:00 - 26.04.2017 21:00","7100","7333"
"26.04.2017 21:00 - 26.04.2017 22:00","7254","7190"
"26.04.2017 22:00 - 26.04.2017 23:00","6938","6924"
"26.04.2017 23:00 - 27.04.2017 00:00","6463","6691"
"27.04.2017 00:00 - 27.04.2017 01:00","6338","6349"
"27.04.2017 01:00 - 27.04.2017 02:00","6554","6047"
"27.04.2017 02:00 - 27.04.2017 03:00","6439","6171"
"27.04.2017 03:00 - 27.04.2017 04:00","6433","6074"
"27.04.2017 04:00 - 27.04.2017 05:00","6215","6016"
"27.04.2017 05:00 - 27.04.2017 06:00","6381","5788"
"27.04.2017 06:00 - 27.04.2017 07:00","7161","6134"
"27.04.2017 07:00 - 27.04.2017 08:00","7267","6846"
"27.04.2017 08:00 - 27.04.2017 09:00","8146","7501"
"27.04.2017 09:00 - 27.04.2017 10:00","8176","7923"
"27.04.2017 10:00 - 27.04.2017 11:00","8146","8041"
"27.04.2017 11:00 - 27.04.2017 12:00","8106","8176"
"27.04.2017 12:00 - 27.04.2017 13:00","8058","8256"
"27.04.2017 13:00 - 27.04.2017 14:00","7768","7940"
"27.04.2017 14:00 - 27.04.2017 15:00","7742","7997"
"27.04.2017 15:00 - 27.04.2017 16:00","7826","7915"
"27.04.2017 16:00 - 27.04.2017 17:00","7790","7823"
"27.04.2017 17:00 - 27.04.2017 18:00","7491","7747"
"27.04.2017 18:00 - 27.04.2017 19:00","7493","7609"
"27.04.2017 19:00 - 27.04.2017 20:00","7059","7603"
"27.04.2017 20:00 - 27.04.2017 21:00","7005","7544"
"27.04.2017 21:00 - 27.04.2017 22:00","7121","7372"
"27.04.2017 22:00 - 27.04.2017 23:00","7115","7099"
"27.04.2017 23:00 - 28.04.2017 00:00","6852","6889"
"28.04.2017 00:00 - 28.04.2017 01:00","6499","6597"
"28.04.2017 01:00 - 28.04.2017 02:00","6456","6294"
"28.04.2017 02:00 - 28.04.2017 03:00","6427","6393"
"28.04.2017 03:00 - 28.04.2017 04:00","6433","6458"
"28.04.2017 04:00 - 28.04.2017 05:00","6390","6396"
"28.04.2017 05:00 - 28.04.2017 06:00","6515","6154"
"28.04.2017 06:00 - 28.04.2017 07:00","6852","6479"
"28.04.2017 07:00 - 28.04.2017 08:00","7192","7036"
"28.04.2017 08:00 - 28.04.2017 09:00","8027","7661"
"28.04.2017 09:00 - 28.04.2017 10:00","8057","8115"
"28.04.2017 10:00 - 28.04.2017 11:00","8293","8163"
"28.04.2017 11:00 - 28.04.2017 12:00","8328","8242"
"28.04.2017 12:00 - 28.04.2017 13:00","8101","8221"
"28.04.2017 13:00 - 28.04.2017 14:00","7913","7809"
"28.04.2017 14:00 - 28.04.2017 15:00","7804","7825"
"28.04.2017 15:00 - 28.04.2017 16:00","6997","7608"
"28.04.2017 16:00 - 28.04.2017 17:00","7041","7449"
"28.04.2017 17:00 - 28.04.2017 18:00","7312","7193"
"28.04.2017 18:00 - 28.04.2017 19:00","7203","6960"
"28.04.2017 19:00 - 28.04.2017 20:00","6942","7012"
"28.04.2017 20:00 - 28.04.2017 21:00","6953","6972"
"28.04.2017 21:00 - 28.04.2017 22:00","6887","6929"
"28.04.2017 22:00 - 28.04.2017 23:00","6833","6855"
"28.04.2017 23:00 - 29.04.2017 00:00","6828","6712"
"29.04.2017 00:00 - 29.04.2017 01:00","6612","6476"
"29.04.2017 01:00 - 29.04.2017 02:00","6103","6272"
"29.04.2017 02:00 - 29.04.2017 03:00","6099","6068"
"29.04.2017 03:00 - 29.04.2017 04:00","6098","6144"
"29.04.2017 04:00 - 29.04.2017 05:00","6081","6147"
"29.04.2017 05:00 - 29.04.2017 06:00","6082","5956"
"29.04.2017 06:00 - 29.04.2017 07:00","6080","5961"
"29.04.2017 07:00 - 29.04.2017 08:00","6082","5993"
"29.04.2017 08:00 - 29.04.2017 09:00","6161","5869"
"29.04.2017 09:00 - 29.04.2017 10:00","6228","5950"
"29.04.2017 10:00 - 29.04.2017 11:00","6760","6086"
"29.04.2017 11:00 - 29.04.2017 12:00","6356","6620"
"29.04.2017 12:00 - 29.04.2017 13:00","6638","6567"
"29.04.2017 13:00 - 29.04.2017 14:00","6789","6505"
"29.04.2017 14:00 - 29.04.2017 15:00","5984","6493"
"29.04.2017 15:00 - 29.04.2017 16:00","6244","6444"
"29.04.2017 16:00 - 29.04.2017 17:00","5971","6364"
"29.04.2017 17:00 - 29.04.2017 18:00","5980","6377"
"29.04.2017 18:00 - 29.04.2017 19:00","6337","6342"
"29.04.2017 19:00 - 29.04.2017 20:00","6774","5730"
"29.04.2017 20:00 - 29.04.2017 21:00","6535","5879"
"29.04.2017 21:00 - 29.04.2017 22:00","6531","5857"
"29.04.2017 22:00 - 29.04.2017 23:00","6076","6002"
"29.04.2017 23:00 - 30.04.2017 00:00","6269","6047"
"30.04.2017 00:00 - 30.04.2017 01:00","6160","6096"
"30.04.2017 01:00 - 30.04.2017 02:00","6372","6405"
"30.04.2017 02:00 - 30.04.2017 03:00","6401","6206"
"30.04.2017 03:00 - 30.04.2017 04:00","6452","6394"
"30.04.2017 04:00 - 30.04.2017 05:00","6450","6440"
"30.04.2017 05:00 - 30.04.2017 06:00","6340","6380"
"30.04.2017 06:00 - 30.04.2017 07:00","6262","6347"
"30.04.2017 07:00 - 30.04.2017 08:00","6281","6166"
"30.04.2017 08:00 - 30.04.2017 09:00","6005","5998"
"30.04.2017 09:00 - 30.04.2017 10:00","6248","6048"
"30.04.2017 10:00 - 30.04.2017 11:00","6203","6206"
"30.04.2017 11:00 - 30.04.2017 12:00","6474","6255"
"30.04.2017 12:00 - 30.04.2017 13:00","5844","6264"
"30.04.2017 13:00 - 30.04.2017 14:00","5964","6364"
"30.04.2017 14:00 - 30.04.2017 15:00","6208","6249"
"30.04.2017 15:00 - 30.04.2017 16:00","6034","6053"
"30.04.2017 16:00 - 30.04.2017 17:00","6117","5934"
"30.04.2017 17:00 - 30.04.2017 18:00","5967","5953"
"30.04.2017 18:00 - 30.04.2017 19:00","5800","6048"
"30.04.2017 19:00 - 30.04.2017 20:00","6560","6400"
"30.04.2017 20:00 - 30.04.2017 21:00","6575","6473"
"30.04.2017 21:00 - 30.04.2017 22:00","6661","6675"
"30.04.2017 22:00 - 30.04.2017 23:00","6414","6641"
"30.04.2017 23:00 - 01.05.2017 00:00","6759","6060"
"01.05.2017 00:00 - 01.05.2017 01:00","6672","5834"
"01.05.2017 01:00 - 01.05.2017 02:00","6077","5919"
"01.05.2017 02:00 - 01.05.2017 03:00","6120","5900"
"01.05.2017 03:00 - 01.05.2017 04:00","6219","6056"
"01.05.2017 04:00 - 01.05.2017 05:00","6422","6122"
"01.05.2017 05:00 - 01.05.2017 06:00","6464","6057"
"01.05.2017 06:00 - 01.05.2017 07:00","7274","6360"
"01.05.2017 07:00 - 01.05.2017 08:00","7345","6790"
"01.05.2017 08:00 - 01.05.2017 09:00","7376","7154"
"01.05.2017 09:00 - 01.05.2017 10:00","7660","7594"
"01.05.2017 10:00 - 01.05.2017 11:00","7523","7777"
"01.05.2017 11:00 - 01.05.2017 12:00","8288","7891"
"01.05.2017 12:00 - 01.05.2017 13:00","8016","8129"
"01.05.2017 13:00 - 01.05.2017 14:00","7957","7866"
"01.05.2017 14:00 - 01.05.2017 15:00","8070","7745"
"01.05.2017 15:00 - 01.05.2017 16:00","7546","7592"
"01.05.2017 16:00 - 01.05.2017 17:00","7530","7645"
"01.05.2017 17:00 - 01.05.2017 18:00","7533","7536"
"01.05.2017 18:00 - 01.05.2017 19:00","7585","7501"
"01.05.2017 19:00 - 01.05.2017 20:00","7222","7289"
"01.05.2017 20:00 - 01.05.2017 21:00","7156","6552"
"01.05.2017 21:00 - 01.05.2017 22:00","7290","6461"
"01.05.2017 22:00 - 01.05.2017 23:00","7277","6419"
"01.05.2017 23:00 - 02.05.2017 00:00","6863","6272"
"02.05.2017 00:00 - 02.05.2017 01:00","6554","5958"
"02.05.2017 01:00 - 02.05.2017 02:00","6648","6012"
"02.05.2017 02:00 - 02.05.2017 03:00","6636","6237"
"02.05.2017 03:00 - 02.05.2017 04:00","6643","6448"
"02.05.2017 04:00 - 02.05.2017 05:00","6642","6508"
"02.05.2017 05:00 - 02.05.2017 06:00","6494","6370"
"02.05.2017 06:00 - 02.05.2017 07:00","6697","6337"
"02.05.2017 07:00 - 02.05.2017 08:00","7130","6543"
"02.05.2017 08:00 - 02.05.2017 09:00","7875","7078"
"02.05.2017 09:00 - 02.05.2017 10:00","8078","7324"
"02.05.2017 10:00 - 02.05.2017 11:00","8265","7239"
"02.05.2017 11:00 - 02.05.2017 12:00","8273","7276"
"02.05.2017 12:00 - 02.05.2017 13:00","7746","7414"
"02.05.2017 13:00 - 02.05.2017 14:00","7673","7017"
"02.05.2017 14:00 - 02.05.2017 15:00","7722","7037"
"02.05.2017 15:00 - 02.05.2017 16:00","7859","6874"
"02.05.2017 16:00 - 02.05.2017 17:00","7658","6752"
"02.05.2017 17:00 - 02.05.2017 18:00","7406","6777"
"02.05.2017 18:00 - 02.05.2017 19:00","7170","6669"
"02.05.2017 19:00 - 02.05.2017 20:00","7212","6792"
"02.05.2017 20:00 - 02.05.2017 21:00","7167","6706"
"02.05.2017 21:00 - 02.05.2017 22:00","7316","6624"
"02.05.2017 22:00 - 02.05.2017 23:00","7160","6525"
"02.05.2017 23:00 - 03.05.2017 00:00","6471","6316"
"03.05.2017 00:00 - 03.05.2017 01:00","5981","5886"
"03.05.2017 01:00 - 03.05.2017 02:00","6615","5516"
"03.05.2017 02:00 - 03.05.2017 03:00","6617","5527"
"03.05.2017 03:00 - 03.05.2017 04:00","6525","6014"
"03.05.2017 04:00 - 03.05.2017 05:00","6517","5766"
"03.05.2017 05:00 - 03.05.2017 06:00","6599","5649"
"03.05.2017 06:00 - 03.05.2017 07:00","6605","5857"
"03.05.2017 07:00 - 03.05.2017 08:00","7178","6426"
"03.05.2017 08:00 - 03.05.2017 09:00","7746","7053"
"03.05.2017 09:00 - 03.05.2017 10:00","7689","7332"
"03.05.2017 10:00 - 03.05.2017 11:00","7918","7312"
"03.05.2017 11:00 - 03.05.2017 12:00","8220","7389"
"03.05.2017 12:00 - 03.05.2017 13:00","7738","7500"
"03.05.2017 13:00 - 03.05.2017 14:00","7788","7062"
"03.05.2017 14:00 - 03.05.2017 15:00","7486","7044"
"03.05.2017 15:00 - 03.05.2017 16:00","7205","6937"
"03.05.2017 16:00 - 03.05.2017 17:00","7923","6771"
"03.05.2017 17:00 - 03.05.2017 18:00","7560","6693"
"03.05.2017 18:00 - 03.05.2017 19:00","7451","6526"
"03.05.2017 19:00 - 03.05.2017 20:00","7393","6536"
"03.05.2017 20:00 - 03.05.2017 21:00","6734","6415"
"03.05.2017 21:00 - 03.05.2017 22:00","7032","6451"
"03.05.2017 22:00 - 03.05.2017 23:00","6585","6424"
"03.05.2017 23:00 - 04.05.2017 00:00","6660","6224"
"04.05.2017 00:00 - 04.05.2017 01:00","6337","5924"
"04.05.2017 01:00 - 04.05.2017 02:00","6601","5716"
"04.05.2017 02:00 - 04.05.2017 03:00","6537","5815"
"04.05.2017 03:00 - 04.05.2017 04:00","6555","5890"
"04.05.2017 04:00 - 04.05.2017 05:00","6353","6394"
"04.05.2017 05:00 - 04.05.2017 06:00","6624","6343"
"04.05.2017 06:00 - 04.05.2017 07:00","6980","6368"
"04.05.2017 07:00 - 04.05.2017 08:00","7542","6384"
"04.05.2017 08:00 - 04.05.2017 09:00","8148","6972"
"04.05.2017 09:00 - 04.05.2017 10:00","7777","7354"
"04.05.2017 10:00 - 04.05.2017 11:00","8468","7331"
"04.05.2017 11:00 - 04.05.2017 12:00","8360","7457"
"04.05.2017 12:00 - 04.05.2017 13:00","8365","7639"
"04.05.2017 13:00 - 04.05.2017 14:00","7938","7189"
"04.05.2017 14:00 - 04.05.2017 15:00","7429","7467"
"04.05.2017 15:00 - 04.05.2017 16:00","7787","7294"
"04.05.2017 16:00 - 04.05.2017 17:00","7481","7193"
"04.05.2017 17:00 - 04.05.2017 18:00","7191","7085"
"04.05.2017 18:00 - 04.05.2017 19:00","7673","7007"
"04.05.2017 19:00 - 04.05.2017 20:00","6996","6670"
"04.05.2017 20:00 - 04.05.2017 21:00","6828","6589"
"04.05.2017 21:00 - 04.05.2017 22:00","7095","6547"
"04.05.2017 22:00 - 04.05.2017 23:00","6931","6481"
"04.05.2017 23:00 - 05.05.2017 00:00","6880","6313"
"05.05.2017 00:00 - 05.05.2017 01:00","6651","6120"
"05.05.2017 01:00 - 05.05.2017 02:00","6547","6026"
"05.05.2017 02:00 - 05.05.2017 03:00","6523","6386"
"05.05.2017 03:00 - 05.05.2017 04:00","6380","6486"
"05.05.2017 04:00 - 05.05.2017 05:00","6480","6585"
"05.05.2017 05:00 - 05.05.2017 06:00","6525","6502"
"05.05.2017 06:00 - 05.05.2017 07:00","7101","6802"
"05.05.2017 07:00 - 05.05.2017 08:00","7431","6528"
"05.05.2017 08:00 - 05.05.2017 09:00","8174","6882"
"05.05.2017 09:00 - 05.05.2017 10:00","8084","7134"
"05.05.2017 10:00 - 05.05.2017 11:00","7696","7025"
"05.05.2017 11:00 - 05.05.2017 12:00","7853","7030"
"05.05.2017 12:00 - 05.05.2017 13:00","7811","7109"
"05.05.2017 13:00 - 05.05.2017 14:00","7583","6706"
"05.05.2017 14:00 - 05.05.2017 15:00","7421","6629"
"05.05.2017 15:00 - 05.05.2017 16:00","6705","6510"
"05.05.2017 16:00 - 05.05.2017 17:00","6607","6304"
"05.05.2017 17:00 - 05.05.2017 18:00","6609","6084"
"05.05.2017 18:00 - 05.05.2017 19:00","7298","6116"
"05.05.2017 19:00 - 05.05.2017 20:00","7217","6256"
"05.05.2017 20:00 - 05.05.2017 21:00","6940","6291"
"05.05.2017 21:00 - 05.05.2017 22:00","6182","6133"
"05.05.2017 22:00 - 05.05.2017 23:00","6670","6320"
"05.05.2017 23:00 - 06.05.2017 00:00","6414","6403"
"06.05.2017 00:00 - 06.05.2017 01:00","6113","6476"
"06.05.2017 01:00 - 06.05.2017 02:00","6914","6028"
"06.05.2017 02:00 - 06.05.2017 03:00","6313","6130"
"06.05.2017 03:00 - 06.05.2017 04:00","5987","6184"
"06.05.2017 04:00 - 06.05.2017 05:00","5855","6173"
"06.05.2017 05:00 - 06.05.2017 06:00","6017","6012"
"06.05.2017 06:00 - 06.05.2017 07:00","6096","6041"
"06.05.2017 07:00 - 06.05.2017 08:00","6131","5995"
"06.05.2017 08:00 - 06.05.2017 09:00","5898","6103"
"06.05.2017 09:00 - 06.05.2017 10:00","6780","6190"
"06.05.2017 10:00 - 06.05.2017 11:00","6260","6240"
"06.05.2017 11:00 - 06.05.2017 12:00","6582","6273"
"06.05.2017 12:00 - 06.05.2017 13:00","6712","6507"
"06.05.2017 13:00 - 06.05.2017 14:00","6730","6373"
"06.05.2017 14:00 - 06.05.2017 15:00","6620","6670"
"06.05.2017 15:00 - 06.05.2017 16:00","6422","6788"
"06.05.2017 16:00 - 06.05.2017 17:00","6443","6820"
"06.05.2017 17:00 - 06.05.2017 18:00","6158","6972"
"06.05.2017 18:00 - 06.05.2017 19:00","7047","7001"
"06.05.2017 19:00 - 06.05.2017 20:00","6565","6771"
"06.05.2017 20:00 - 06.05.2017 21:00","6191","6580"
"06.05.2017 21:00 - 06.05.2017 22:00","6603","6426"
"06.05.2017 22:00 - 06.05.2017 23:00","6712","6295"
"06.05.2017 23:00 - 07.05.2017 00:00","5931","6200"
"07.05.2017 00:00 - 07.05.2017 01:00","6191","6012"
"07.05.2017 01:00 - 07.05.2017 02:00","6247","5857"
"07.05.2017 02:00 - 07.05.2017 03:00","5923","5940"
"07.05.2017 03:00 - 07.05.2017 04:00","5771","6022"
"07.05.2017 04:00 - 07.05.2017 05:00","5800","6031"
"07.05.2017 05:00 - 07.05.2017 06:00","5823","5938"
"07.05.2017 06:00 - 07.05.2017 07:00","6215","5832"
"07.05.2017 07:00 - 07.05.2017 08:00","6182","5746"
"07.05.2017 08:00 - 07.05.2017 09:00","5779","5780"
"07.05.2017 09:00 - 07.05.2017 10:00","6500","6037"
"07.05.2017 10:00 - 07.05.2017 11:00","6650","6264"
"07.05.2017 11:00 - 07.05.2017 12:00","5984","6456"
"07.05.2017 12:00 - 07.05.2017 13:00","6308","6660"
"07.05.2017 13:00 - 07.05.2017 14:00","6180","6840"
"07.05.2017 14:00 - 07.05.2017 15:00","6449","6535"
"07.05.2017 15:00 - 07.05.2017 16:00","5902","6579"
"07.05.2017 16:00 - 07.05.2017 17:00","5884","6475"
"07.05.2017 17:00 - 07.05.2017 18:00","5996","6583"
"07.05.2017 18:00 - 07.05.2017 19:00","6221","6751"
"07.05.2017 19:00 - 07.05.2017 20:00","5768","6677"
"07.05.2017 20:00 - 07.05.2017 21:00","5940","6327"
"07.05.2017 21:00 - 07.05.2017 22:00","6294","6241"
"07.05.2017 22:00 - 07.05.2017 23:00","6281","6133"
"07.05.2017 23:00 - 08.05.2017 00:00","6079","5978"
"08.05.2017 00:00 - 08.05.2017 01:00","6340","5659"
"08.05.2017 01:00 - 08.05.2017 02:00","6172","6121"
"08.05.2017 02:00 - 08.05.2017 03:00","6160","6053"
"08.05.2017 03:00 - 08.05.2017 04:00","5780","6071"
"08.05.2017 04:00 - 08.05.2017 05:00","5595","6200"
"08.05.2017 05:00 - 08.05.2017 06:00","6077","6172"
"08.05.2017 06:00 - 08.05.2017 07:00","6764","6512"
"08.05.2017 07:00 - 08.05.2017 08:00","7829","6483"
"08.05.2017 08:00 - 08.05.2017 09:00","8339","6970"
"08.05.2017 09:00 - 08.05.2017 10:00","7582","7414"
"08.05.2017 10:00 - 08.05.2017 11:00","7809","7532"
"08.05.2017 11:00 - 08.05.2017 12:00","8023","7626"
"08.05.2017 12:00 - 08.05.2017 13:00","8147","7749"
"08.05.2017 13:00 - 08.05.2017 14:00","7784","7327"
"08.05.2017 14:00 - 08.05.2017 15:00","7775","7357"
"08.05.2017 15:00 - 08.05.2017 16:00","7464","7271"
"08.05.2017 16:00 - 08.05.2017 17:00","7263","7108"
"08.05.2017 17:00 - 08.05.2017 18:00","7003","7197"
"08.05.2017 18:00 - 08.05.2017 19:00","7034","7005"
"08.05.2017 19:00 - 08.05.2017 20:00","6199","6874"
"08.05.2017 20:00 - 08.05.2017 21:00","6639","6730"
"08.05.2017 21:00 - 08.05.2017 22:00","7268","6577"
"08.05.2017 22:00 - 08.05.2017 23:00","6724","6460"
"08.05.2017 23:00 - 09.05.2017 00:00","6731","6372"
"09.05.2017 00:00 - 09.05.2017 01:00","6260","5980"
"09.05.2017 01:00 - 09.05.2017 02:00","6221","5852"
"09.05.2017 02:00 - 09.05.2017 03:00","5981","6104"
"09.05.2017 03:00 - 09.05.2017 04:00","6101","6166"
"09.05.2017 04:00 - 09.05.2017 05:00","6335","6322"
"09.05.2017 05:00 - 09.05.2017 06:00","6205","6231"
"09.05.2017 06:00 - 09.05.2017 07:00","6535","6420"
"09.05.2017 07:00 - 09.05.2017 08:00","7490","6361"
"09.05.2017 08:00 - 09.05.2017 09:00","8015","6927"
"09.05.2017 09:00 - 09.05.2017 10:00","7973","7248"
"09.05.2017 10:00 - 09.05.2017 11:00","8120","7231"
"09.05.2017 11:00 - 09.05.2017 12:00","7984","7300"
